Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
76048.372,6.643,7.658,6.43,22469.523,1205750.232,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
79186.45,6.219,9.048,6.38,17840.117,1582140.06,"448 Middleton View
Jenniferton, GA 83163-3132"
49220.038,5.397,6.11,2.33,46981.926,573434.6642,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
80040.173,6.45,8.453,5.5,29699.012,1735826.005,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
51995.583,6.767,6.747,2.3,47073.798,1052185.176,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
52711.118,7.874,8.254,4.49,25594.169,1151281.847,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
56934.461,8.079,7.809,3.08,37076.198,1531216.894,"USCGC Sanchez
FPO AP 77447"
66760.702,5.696,5.871,3.06,42292.565,1103352.601,"76265 Morris Walks
Lake Jamesland, MN 54821"
52376.612,5.361,4.378,2.2,34189.143,308199.8912,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
70224.321,7.037,6.587,4.38,40274.167,1423296.118,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
62612.909,6.949,6.658,3.32,40789.826,1315684.457,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
80284.995,5.029,4.049,2.2,23457.126,637951.9056,"9488 Wood Hill
New Jesseton, IL 19753"
66811.701,6.035,5.479,2.06,33499.333,1027191.029,"39656 Julie Ways
South Richardshire, WV 91991-0615"
51142.406,5.38,7.31,6.25,41872.643,729678.6262,"USCGC Williams
FPO AE 95935-4246"
90535.165,5.723,5.834,2.24,42249.325,1676770.331,"9912 Anderson Bridge
Port Chad, NY 38307"
93185.813,5.807,6.842,2.16,23723.075,1569121.917,"719 Yvonne Station
Patrickfort, MO 43725-2826"
70743.196,5.38,5.221,3.31,26897.712,874969.6969,"7526 Kara Club Suite 242
Deannabury, KY 79535"
56024.548,6.575,7.468,4.15,36215.963,1172413.197,"428 Jacobs Overpass
Bradyville, NE 27399"
76224.727,6.403,5.441,2.39,50003.261,1538985.189,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
89671.02,4.384,8.88,5.07,15625.553,1286572.979,"7557 William Plains
Tamarabury, PW 76806-8720"
89825.656,6.604,6.577,3.46,18598.256,1646033.41,"09777 Ortega Drive
Leefort, AZ 98396"
61013.72,6.831,6.136,3.04,34771.66,1147313.02,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
63362.225,6.141,5.917,4.02,34971.824,976483.5805,"14640 James Freeway
Lake Nathanchester, HI 32651"
57086.375,5.893,7.332,4.03,39002.901,1073350.044,"97843 Jessica Drive
Stephenborough, AL 57418-2908"
69044.942,4.312,5.6,4.09,34764.292,1084255.678,"937 Singh Greens
Bakerfort, HI 27291"
81438.581,4.758,6.963,2.29,43340.294,1432252.081,"1509 Courtney Islands Apt. 510
Port Kenneth, IN 97618"
78299.642,6.877,7.806,3.37,39298.236,1676070.943,"60626 Lopez Circles
Jonathanberg, NV 15215"
87386.385,6.038,6.025,3.5,31735.763,1580557.01,"59562 Edward Creek
Katherineborough, CT 42078"
83149.784,6.298,5.586,3.45,45985.946,1549873.88,"0306 Hernandez Club Apt. 883
Aguirrechester, HI 88830"
94085.473,6.306,9.109,5.15,31011.367,1989672.524,"61316 Julie Turnpike Suite 237
Williammouth, AL 52135-3954"
60710.162,5.4,7.921,6.41,44101.241,1286980.807,"54528 William Streets Apt. 691
Anthonyhaven, IA 31543"
71309.25,7.514,8.409,4.35,32356.997,1752967.605,"701 Michael Courts
Lake Diamondchester, ND 59260-2575"
93303.684,4.721,7.794,3.42,38162.613,1529711.14,"8619 Brandon Coves
West John, SC 38987"
85631.084,5.625,8.784,4.4,42811.782,1710612.03,"242 Scott Fork Apt. 801
West Brianhaven, AS 10256-3621"
51359.968,6.374,5.861,2.28,40796.675,774009.5476,"1939 Ortiz Springs
Rogersfurt, KY 08574"
75868.772,5.902,6.331,3.42,39295.703,1536143.592,"37770 Travis Way Suite 466
East Cynthia, FM 20131-8633"
82733.055,5.807,8.023,5.5,39060.765,1662939.097,"06954 Shane Fort
South Jamesfurt, RI 46652-5410"
67043.195,5.955,5.936,4.22,53738.627,1443027.263,"60943 Travis Station Suite 213
Jacobton, NM 98775"
67037.269,5.768,6.802,3.06,41042.431,1282258.093,"96065 King Loop Suite 246
Kylehaven, SC 68949-5123"
56696.511,6.737,9.146,3.06,26083.321,1245967.799,"131 Weber Plain
South Brittney, KY 62380-9095"
65837.117,6.305,6.504,4.09,18249.721,1025908.914,"098 Marissa Village Apt. 996
Tinatown, SC 06354-8234"
79477.87,5.833,6.934,3.17,30411.184,1380070.45,"4638 Brown Ridges
East Victoria, WI 18252-6242"
55048.332,4.302,6.192,2.14,25092.67,288708.9121,"PSC 6367, Box 8767
APO AP 41574-6578"
80613.461,4.81,7.671,5.46,35692.277,1247581.212,"09890 Jackson Circle Apt. 190
New Krista, AR 82878-0303"
76848.189,7.451,7.566,6.12,43978.258,1767399.29,"1109 Poole Estate
New Kathryn, AR 21503"
83586.902,6.616,7.483,4.5,34277.631,1588549.501,"6638 Patrick Mountains Apt. 899
Reedmouth, IN 33047"
86343.438,5.513,7.247,3.26,35780.355,1685217.105,"6881 Michael Knolls
North Deborah, PA 22711-5716"
65846.171,6.385,6.804,3.18,28214.364,928950.0032,"12315 Johnson Corners Suite 788
West Tyler, WV 04839"
69577.138,6.02,8.104,5.05,48122.102,1565931.192,"8363 Michael Manor
Welchbury, WY 49675"
61581.048,4.993,6.529,2.2,43070.515,926882.9195,"360 Gray Shore
North Cherylside, PR 98151-1382"
79097.134,5.873,8.007,5.09,43950.662,1770616.93,"PSC 4708, Box 5599
APO AA 90727"
68988.29,5.855,8.367,4.36,28734.938,1279353.925,"85057 Steven Common Suite 196
Jamesmouth, RI 95375"
46926.371,4.842,5.184,3.16,53820.133,530764.6725,"9551 Rhonda Inlet
West Jeffrey, AL 23901"
84708.412,8.466,8.239,4.09,28218.623,1874895.602,"39963 Dustin Garden Suite 315
Porterport, FL 25335-2659"
79619.354,5.726,7.347,6.17,34605.395,1422890.021,"33640 King Via Suite 489
North Michelleside, FL 74030-0766"
61795.477,7.055,6.905,4.01,40719.127,1245788.303,"16804 Patrick Lodge Apt. 946
East Bradley, SD 93895"
54621.017,6.387,7.084,5.25,44500.352,1248130.521,"8393 Raymond River
New Francisco, KY 28146-9843"
70153.876,7.444,6.715,4.17,31863.4,1535564.552,"708 Ronald Lodge
Wallberg, NC 99284-2612"
79292.808,6.563,8.03,4.26,27772.672,1709441.806,"7763 Anderson Summit
South Ashleyport, KS 30939-6959"
67348.103,4.954,8.542,4.11,52158.017,1433260.228,"0942 White Key
Cynthiaborough, MN 74981-2216"
73355.693,6.533,7.595,6,28007.896,1282758.903,"Unit 0474 Box 5567
DPO AA 77678"
68958.021,6.024,7.725,3.37,46682.34,1682708.617,"Unit 0375 Box 5726
DPO AE 97365"
44088.274,7.558,5.581,2.44,31032.92,624482.7636,"71471 Mcgrath Passage Apt. 044
Mendezville, NV 28559-8349"
80650.404,5.023,7.515,6.1,54516.287,1651684.774,"52214 Bruce Island
New Pamela, WY 80939-1528"
57945.323,4.894,7.344,3.14,23040.414,768034.5331,"95430 Leach Hollow
Gordonview, NE 01088-0293"
63625.812,5.189,5.821,2.31,35778.459,1001876.606,"0285 James Crossroad Apt. 384
Jessicaview, TN 23865"
60684.045,6.878,8.215,6.26,42643.143,1500821.469,"USS Cortez
FPO AP 24063-2965"
90160.691,3.396,5.942,2.15,34010.05,1273988.483,"8934 Kristen Fall Suite 814
Gibbsview, DC 34096"
62016.077,4.979,6.892,2.09,48896.82,1031046.365,"505 Gonzalez Villages
West Holly, HI 79586-9203"
79261.149,5.146,7.51,6.45,36128.99,1508198.672,"64087 Chad Ford
Weissside, NE 91504"
49205.823,6.398,6.884,4,30395.776,773996.4762,"70252 Jones Track
North Carlaville, AK 16083"
84973.888,6.553,7.628,6.08,38072.395,1723706.759,"PSC 8482, Box 8446
APO AE 38902"
80573.792,3.963,8.037,3.02,34411.868,1260826.638,"1911 Kathy Creek Apt. 339
Lake Craigshire, DE 27255-4685"
71062.08,7.188,6.57,4.41,30770.847,1367142.717,"333 Eric Avenue
Josephmouth, AS 16402"
85828.013,5.195,7.415,5.49,29248.283,1303091.91,"4258 Johnson Square
New Christopher, GU 59235"
67868.799,7.148,6.374,4.04,32732.161,1341870.354,"98552 Scott Street Apt. 104
Port Jennifer, RI 77598-1581"
72778.917,6.224,7.775,4.01,24559.014,1188416.806,"17598 Dennis Brook
Greenton, WY 81859"
73304.903,4.605,7.836,6.24,24283.87,1155077.131,"238 Delgado Center
East Charlotte, GU 19126-4603"
68025.571,5.248,6.945,4.23,35478.583,1048969.493,"05581 Thompson Mountains
Lake Darlenefurt, NH 44102-3505"
81024.782,5.797,6.715,2.05,25837.864,1319478.287,"02827 Alexis Landing
Rossside, GU 67047"
69289.181,4.932,6.365,4.44,40695.798,1022408.901,"16295 Wood Motorway Apt. 541
Sandraview, IA 95516-8640"
72695.115,5.364,6.872,4.24,48115.421,1394970.599,"459 Hays Squares
Isaacborough, MN 74557"
67568.932,4.996,7.594,4.17,36474.988,1183343.566,"86766 Susan Ridge Suite 556
East Theresamouth, MH 09051-0041"
76503.551,5.638,6.557,4.41,42154.357,1259919.983,"6822 Pamela Centers Suite 537
Seanmouth, AZ 48832-2451"
66273.74,4.973,6.973,2.01,12950.567,579585.698,"PSC 0675, Box 5018
APO AP 00437-2898"
57736.428,7.409,7.45,4.29,45688.102,1591188.348,"5181 Michael Springs Apt. 305
Gomezport, UT 25664-2756"
73505.126,7.208,7.511,6.05,31536.849,1437153.959,"6790 Kelly Flat
Yorkborough, OR 63137"
60537.868,4.65,6.797,3.43,31247.58,851018.9558,"702 Melissa Key
West Lisafurt, WV 54879"
66544.737,6.395,6.29,2.25,34141.7,1321037.414,"568 Jennifer Falls Apt. 236
South Nicole, IN 15411"
60754.634,6.478,6.04,3.21,29425.406,1112286.046,"9613 Edwin Mews
West Jacobfurt, MH 44303-7441"
86160.989,4.199,7.691,3.23,47757.318,1509968.985,"Unit 5763 Box 7057
DPO AA 43894"
44577.153,7.905,7.173,5.45,27835.537,959625.5302,"2480 Preston Lane Apt. 815
Sandersfort, AK 98217-6991"
61951.49,5.019,7.061,5.5,38737.284,1032180.378,"3484 Lee Meadow
North Tina, AS 81526"
79027.738,5.994,6.916,3.02,21387.63,1232014.527,"785 Christina Drive
Darrylfurt, AZ 27606-0832"
69186.623,7.328,6.499,4.38,49505.784,1575100.913,"5281 King Motorway
Tinafort, ID 72673"
84268.224,4.496,7.188,4.23,31182.388,1257433.086,"03370 Angela Forge Apt. 416
South Charlesberg, WY 44653"
93719.471,6.555,7.598,5.49,39900.45,2173808.628,"039 Allison Brooks Apt. 116
Jonesmouth, PR 96253-5344"
65218.348,5.708,7.095,5.28,34863.859,1115549.268,"6478 Harris Bridge
New Rickeystad, UT 82195"
78169.525,5.54,5.169,3.32,44503.917,1397956.196,"PSC 9170, Box 1232
APO AE 46839"
63907.717,5.155,8.06,4.14,28299.463,1003905.06,"2001 Stephen Plains Suite 265
Jonesmouth, FL 96973"
74867.527,6.442,6.297,4.27,57841.219,1614373.964,"PSC 8544, Box 1991
APO AA 54210-2865"
73950.976,6.369,6.729,2.11,30518.818,1463367.821,"2568 Elizabeth Ferry Suite 833
Nelsonborough, KY 90566"
74158.858,4.15,8.178,3.35,32580.539,966620.5141,"7972 Snyder Fort Apt. 686
West Benjaminside, OH 81904-1054"
63280.708,7.247,7.875,3.09,43031.562,1453663.252,"5889 Cindy Land Apt. 882
Port Johnside, PA 35545"
75869.235,5.933,7.636,5.22,32436.286,1321388.619,"30865 Rollins Burgs Suite 242
Cortezland, HI 41003-9434"
61171.883,4.069,7.172,6.16,41919.901,910512.6354,"59631 Miles Wells
Lozanoview, GA 23655"
66120.419,5.796,7.505,5.03,28439.359,1029354.495,"26319 Lisa Tunnel Apt. 076
Davidhaven, FL 69932"
79566.917,5.496,7.114,5.06,49311.758,1608889.263,"536 Thompson Turnpike
West Toddfurt, VT 33903-0801"
84020.498,5.378,7.328,4.24,25975.506,1458009.211,"371 Frank Squares
Smithshire, VA 41884"
83936.342,7.705,6.194,3.19,55471.783,2198564.573,"02264 Rebecca Spur Apt. 938
New Tomburgh, NE 93284"
60007.136,7.398,6.12,4.02,47734.407,1281777.581,"8611 Swanson Lodge Apt. 186
Conwaymouth, RI 31621"
60125.806,7.146,7.066,3.22,25424.035,1196643.385,"5424 Lopez Hill Suite 805
North Sandra, CT 29555-5745"
70580.438,6.355,8.006,3,36626.704,1578493.708,"1123 Price Rest
Patriciafurt, AR 17057-1938"
53029.353,4.292,6.745,2.4,34472.304,430088.2507,"58197 Anderson Squares Suite 899
Sarahburgh, MS 28271-3171"
55289.108,5.676,7.217,5.11,30773.259,677988.2555,"7808 Michele Meadows Suite 816
New Donna, CA 17319-8250"
71776.618,5.221,8.228,5.04,29802.462,1085534.179,"20269 Elizabeth Course
Heatherside, NJ 41595-0901"
75999.698,6.49,7.241,4.21,35183.72,1634781.274,"1503 Allison Freeway Apt. 398
Lake Gina, AS 58599-4858"
56265.974,5.838,7.894,3.2,40493.064,1167449.99,"06789 Pollard Extensions Apt. 768
Danielville, MH 43252"
61590.894,6.823,6.412,4.07,34460.008,1067727.095,"97941 Anderson Crest Suite 575
South Shawnside, MD 87126"
71172.489,5.78,6.103,4.16,23264.371,887739.4321,"93861 David Village Apt. 086
North Richardshire, OR 12991-5274"
57925.002,3.49,7.346,6.37,40177.877,842924.5538,"607 Ashley Square
Simmonsville, LA 76219"
75025.964,3.386,6.12,4.07,33970.36,864067.0615,"76711 Laura Lodge Apt. 211
South Chad, PA 10027-9358"
53080.443,5.475,6.366,2.4,23763.197,508951.5669,"012 Daniel Isle
Lake Brianshire, MH 44798"
64629.463,6.292,4.708,3.13,46877.146,1223777.498,"1014 Chris Lakes Suite 741
South Brianfort, VA 41541"
62559.299,4.457,8.02,5.02,44521.763,1029037.429,"Unit 2965 Box 1848
DPO AE 20627"
90691.208,5.233,7.024,6.11,20846.54,1487997.879,"4402 Perez Way Apt. 084
Harrischester, PR 82109"
77700.594,6.776,8.878,6.13,38827.406,1836419.641,"16886 Jimmy Field
Jacquelineton, NE 37257"
66141.192,5.031,7.876,3.5,37355.865,1148066.813,"0934 William Centers Suite 482
Joyceville, PA 64628-1607"
79990.053,6.05,5.703,4.06,37816.798,1318681.04,"569 Wilson Heights Apt. 290
Alexanderchester, TX 22003-5887"
76293.944,5.288,5.873,4.04,40712.398,1174481.066,"110 Fields Viaduct Apt. 289
East Kathy, HI 18687-0225"
76255.79,6.018,7.985,3.15,41297.075,1522954.939,"4363 Michael Port
Alexandraton, NE 06643-5514"
76365.181,4.54,8.553,3.4,19991.633,1132146.32,"4882 Jeremy Ferry
East Sharonberg, ID 41904-9783"
73438.587,6.449,6.294,3.38,33285.951,1212461.526,"4718 Lewis Mountains Apt. 367
Williamsfort, VT 57366-8184"
46474.317,7.282,7.926,5.13,28182.096,864132.0331,"887 Jennifer Union
North Jacqueline, GU 08025"
68562.025,6.317,7.306,3.22,35476.169,1336377.825,"11493 Miles Port Apt. 517
Bradleymouth, IA 22614-9226"
63785.551,7.196,6.358,4.5,67353.965,1747244.863,"USNV Roach
FPO AA 76691"
71320.868,4.197,7.212,4.17,47871.972,1398353.591,"35038 Mary Court Suite 134
Port Heidi, MD 85316-8496"
93128.721,6.193,7.658,4.17,42100.834,2020158.363,"Unit 7507 Box 5089
DPO AP 22014"
71833.874,5.876,4.63,3.04,31326.339,877779.3441,"82010 Michael Manor
Hunterborough, OK 66490"
51815.364,5.743,8.68,3.01,43604.793,1255202.11,"850 Costa Trafficway Apt. 350
Turnermouth, OR 44156-7826"
69245.886,5.708,6.309,2.1,37597.868,1173413.55,"229 Wright Meadows Suite 586
Jamesville, CT 35091-0067"
63765.496,6.779,8.289,5.34,34303.41,1326680.244,"346 Brian Island Suite 100
Martinview, LA 68388-7139"
81844.456,5.117,7.215,6.19,51937.437,1585521.989,"84036 Quinn Islands
North Debraland, MS 31006"
62798.233,5.891,6.482,3.05,34652.258,1106336.838,"Unit 3403 Box 1145
DPO AA 37345"
56281.205,5.27,7.851,6.27,29141.74,962501.9015,"8263 Shaw Ridges Suite 890
South Evanland, AZ 95568-4663"
67059.967,6.935,7.684,5.22,51237.388,1408074.53,"810 Stacey Causeway
Jeremytown, NV 90167"
58385.215,7.589,6.406,2.3,41930.375,1266209.753,"1669 Evans River Suite 294
Millerport, ID 81544-1368"
70259.068,6.757,7.685,6.05,54050.645,1741052.96,"4985 Tony Pass
Port Zacharyland, NJ 64442-8584"
87929.454,5.521,5.665,3.06,44486.383,1636559.241,"98883 Troy Glens Apt. 152
North Glenda, LA 96590-2034"
94733.971,7.886,7.162,5.41,46314.69,2318285.703,"4393 James Springs Apt. 818
Margaretview, ND 18572"
73504.888,4.841,8.505,5.5,47118.421,1409892.09,"506 Solomon Gateway
Michelleville, OH 48329-3260"
78643.172,7.127,5.726,3.36,13889.076,1166198.116,"USS Barnes
FPO AA 33522-4639"
78318.814,5.5,5.845,2.05,41569.396,1393995.962,"487 Pierce Islands
Port Shannonfurt, MO 93719"
63639.917,6.171,8.318,5.22,41448.752,1462608.696,"1545 Larry Haven
Lisaburgh, WI 82443-7047"
81728.439,5.528,7.667,6.1,51629.319,1922281.305,"94005 Nicholas Throughway Suite 032
Jackhaven, VA 24159"
89551.732,5.802,6.915,2.14,43964.658,1587406.303,"7561 Best Place
New Michaelton, CT 81304-0841"
49493.296,6.313,7.587,3.29,39909.175,967868.5146,"919 Walker Drive Suite 425
Haroldfort, NY 03461"
61461.497,5.312,7.509,4.23,49688.036,1426545.967,"1669 Gray Meadows Apt. 793
South Christinafort, MN 47180"
72692.591,6.263,8.607,3.06,33125.496,1725429.749,"6340 April Orchard
South Craig, SD 65854-3373"
79702.386,6.764,8.466,6.29,46270.331,1753820.622,"492 Hernandez Hollow
Vargaschester, AK 64306-1547"
54994.918,5.187,6.064,2.2,15444.483,321058.9607,"821 Potts Spring Apt. 878
New Janice, AL 55178-7547"
57327.989,6.615,7.785,3.32,28945.546,1089601.882,"0703 Harding Rest
East Jo, LA 45172-7688"
74585.84,4.493,5.737,3.3,48051.648,1137523.111,"6665 Victor Cliff
South Davidburgh, ND 97340"
77334.287,4.867,8.509,4.35,37905.984,1371670.389,"270 Bonilla Mountains Suite 148
Brennanfurt, OH 46989-4992"
77132.796,7.257,5.655,2.12,47450.668,1595620.557,"07646 Jenkins Glens
Philipville, UT 70049-6737"
96778.121,4.569,7.828,6.31,37480.7,1899948.059,"715 Armstrong Burgs Suite 894
East Christopherburgh, NJ 68031-3600"
52046.544,5.821,5.581,3.37,41715.546,674657.9107,"378 Reyes Courts
West Joseph, ME 85342-6948"
78350.597,7.461,7.803,6.18,23052.847,1555490.621,"193 Terri Bridge Suite 747
Lewisport, NE 78007-9185"
61602.038,5.43,6.653,3.16,45188.14,1194191.879,"88076 Cooper Station Apt. 476
Whiteland, MP 67794"
84452.455,5.104,7.982,4.48,38221.136,1482107.37,"PSC 7487, Box 2783
APO AA 75396"
84712.91,5.953,7.432,4.01,11072.499,1154917.394,"9563 Martinez Road Apt. 461
Loweville, VI 15095-3171"
61492.922,6.202,6.296,3,37743.403,1050838.704,"8136 Stephanie Knoll
East Ashleymouth, MA 20672-6561"
37971.208,4.291,5.808,3.24,33267.768,31140.51762,"98398 Terrance Pines
South Joshua, MT 00544-8919"
73158.74,7.938,8.698,3.15,25175.431,1748864.715,"2341 Rachel Turnpike
Lake Julie, DC 21341-5283"
74622.164,7.482,6.06,3.42,30736.528,1287030.932,"566 Tracy Lodge
Alexastad, IA 27350"
58956.262,7.37,7.495,6.08,38529.641,1237246.145,"005 Kent Lane
West Elizabeth, NE 84405"
69253.904,6.188,8.514,3.44,22524.578,1259733.644,"355 Zavala Field
South Josephview, GA 19634"
47549.64,6.369,8.027,5.28,43526.162,1028914.315,"573 Christian Village
Andrewbury, IL 41004-2204"
73271.887,5.895,6.809,3.33,39446.313,1388218.529,"318 Hernandez Burgs Suite 441
North Brandi, NY 50592"
61478.634,4.269,6.231,4.26,36837.818,637189.9594,"48724 Ryan Estate
Berryfort, DC 89338-7003"
62317.214,7.565,7.004,3.35,47836.246,1717570.53,"6928 Christina Inlet
Sabrinaton, MD 21635-1363"
65464.198,4.676,7.35,4.09,26065.693,729688.5926,"8041 Donald Villages
West Harold, GA 09192"
87883.584,7.61,5.889,3.39,41012.621,2049146.63,"PSC 2506, Box 1317
APO AE 26084"
67819.255,6.546,6.835,3.47,37515.539,1340705.119,"6243 Harding Summit Suite 030
Fordmouth, GA 31912"
65659.587,7.156,4.621,2.43,40337.234,980983.211,"869 Acevedo Cliff Apt. 769
North Michael, NM 00441"
68827.555,5.87,6.729,2.37,45935.962,1518169.444,"081 Maria Gateway Suite 913
Davidville, TN 53584-5691"
71152.756,3.055,7.487,3.3,40951.239,1002840.229,"31678 Kevin Garden
Jamesside, LA 56516-6482"
80939.635,6.335,7.647,3.31,27771.545,1499920.594,"7084 Turner Crossing Suite 917
New Mary, AL 17062-1557"
66860.592,7.839,7.165,5.39,36035.542,1496577.459,"054 Corey Shore Apt. 224
Nataliemouth, MA 44975-6855"
64314.506,7.618,7.066,6.49,37217.643,1526915.349,"96225 Evan Springs Suite 707
New Traviston, SD 22484"
63867.105,6.394,8.958,4.02,14522.659,917610.8884,"615 Alexander Plains Suite 955
West Alisonberg, VA 45700-1303"
81220.071,6.268,6.777,2.49,32859.518,1572990.374,"638 Lee Stream Suite 784
Mcclainview, AS 53593"
60880.584,6.083,7.102,3.06,42877.517,959416.4367,"3052 Karen Rue
North Mark, MP 46431-8517"
66553.399,5.649,6.877,2.15,23632.23,960083.9969,"49944 Antonio Bridge
Spencerchester, VI 61152-1552"
72896.248,6.052,7.993,3.41,40426.527,1526025.659,"6403 William Alley Suite 863
New Laura, LA 86502-4020"
59160.093,6.265,7.046,3.17,23252.906,1006885.844,"PSC 6566, Box 9029
APO AP 49388"
66412.827,5.434,5.564,3.27,50996.645,1105105.053,"74810 Luis Freeway Apt. 770
Shannonbury, NE 37690-1587"
67026.44,5.623,5.56,2.41,27677.883,625880.7321,"3881 Brown Vista
Sharonburgh, DC 35897-2870"
77151.912,7.7,8.177,4.12,27117.798,1799827.22,"80069 Potter Stream
Lake Brandon, MD 94232-0817"
69799.152,5.684,5.966,4.14,38340.731,1152798.579,"Unit 9088 Box 5092
DPO AP 61699-0044"
55768.792,5.353,6.007,4.16,47989.68,846095.9673,"0041 Brett Heights Suite 519
Annefurt, ID 69704"
81699.177,6.347,7.334,3.43,19502.027,1387864.89,"762 James Lake
Philiphaven, FL 02184"
57367.832,5.717,8.862,4.34,47734.102,1414286.722,"9546 Harris Drive Apt. 086
Lake Daniellechester, VT 75670"
80488.789,5.158,4.956,2.41,36743.268,1273308.71,"67397 Thompson Plaza Apt. 728
Lawrencefurt, MS 06637"
68091.18,5.364,7.503,3.1,44557.38,1489648.018,"1836 Shaw Lane Apt. 733
Gracetown, PW 83118-5264"
82587.586,5.71,6.674,3.46,55932.223,1765988.264,"0870 Dylan Islands
Jameschester, DE 28165-2437"
57407.723,7.072,6.474,2.19,27117.892,934111.6355,"984 Ford Run
South Paulberg, IN 71636"
64332.467,4.181,8.11,5.37,30812.598,1095879.443,"183 Joshua Squares Apt. 379
New Cory, GU 09591"
66039.738,4.877,9.067,6.48,15612.677,876348.8176,"4725 Briana Hill Suite 003
West Ashley, CO 79945-8862"
62397.08,5.873,6.429,3.41,40739.877,854945.5067,"26518 Hunt Manor
Ellisfurt, MD 25316"
84810.868,6.247,6.877,2.21,28392.29,1349743.146,"25483 David Loop
Jeffreyport, ME 55376"
67051.25,4.458,7.306,3.18,39735.704,970825.5964,"2340 Anthony Hollow
Freemanside, MT 89267"
83907.371,6.002,6.58,3.28,46091.789,1796009.504,"8244 Shawn View
New Michellebury, ND 54800-0758"
62345.823,5.363,6.409,4.25,41982.907,934492.3424,"704 Christina Parkway
Rebeccatown, ME 17081"
60960.464,3.697,7.769,3.4,28171.985,584061.2474,"238 Garcia Station
East Kevinfort, KY 10500"
68353.726,5.185,7.424,5.41,27804.83,895845.5655,"5833 David Avenue
Joseland, PA 37286"
58661.557,6.569,6.607,4.46,17467.944,696040.1299,"2947 Debbie Landing
Williamfort, ND 81224-4007"
